,5ZC5_09I,1GI7_120,1GI9_123,1GJC_130,1GJ7_132,1GJ8_133,1GJ9_134,1GJA_135,1GJD_136,1OWH_239,5ZA8_27I,5ZAF_28I,1SC8_2IN,5ZAJ_32I,3IG6_438,1OWD_497,2R2W_4PG,5ZA9_50I,1VJ9_5IN,1O3P_655,1OWE_675,1O5A_696,1VJA_7IN,5ZAG_94I,1EJN_AGB,6NMB_AMH,1F5L_AMR,1O5C_CR9,2VIQ_D55,2VIW_D56,5ZAE_EAU,1C5X_ESI,1C5Y_ESP,5ZA7_HMX,2VIO_L1O,2VIP_L1R,2VNT_QGG,1W0Z_SI1,1W11_SK1,1W13_SM1,1SQA_UI1,1SQO_UI2,1SQT_UI3,2VIV_VG2
2VIO_L1O,0.8571428571428572,0.8852459016393442,0.873015873015873,0.8923076923076922,0.8524590163934427,0.88,0.9125,0.8727272727272728,0.84375,0.8245614035087719,0.904109589041096,0.9027777777777778,0.8507462686567164,0.8831168831168831,0.8571428571428572,0.8676470588235294,0.8301886792452831,0.8933333333333333,0.8648648648648649,0.8840579710144928,0.8333333333333334,0.8666666666666667,0.8656716417910448,0.9,0.8888888888888888,0.8292682926829268,0.8367346938775511,0.9113924050632911,0.6727272727272727,0.6101694915254237,0.9027777777777778,0.8823529411764706,0.8823529411764706,0.8596491228070176,0.0,0.5102040816326531,0.7846153846153846,0.8918918918918919,0.8783783783783784,0.8947368421052632,0.803030303030303,0.8333333333333334,0.855072463768116,0.625
2VIP_L1R,0.8333333333333334,0.8666666666666667,0.8571428571428572,0.8875,0.8552631578947368,0.8117647058823529,0.8695652173913043,0.7846153846153846,0.7534246575342466,0.7076923076923076,0.8977272727272727,0.896551724137931,0.8395061728395061,0.8804347826086957,0.8350515463917526,0.7466666666666666,0.803030303030303,0.8764044943820225,0.8522727272727273,0.8536585365853658,0.7096774193548387,0.8666666666666667,0.8518518518518519,0.9069767441860466,0.8552631578947368,0.8983050847457628,0.84375,0.8681318681318682,0.59375,0.6056338028169015,0.8837209302325582,0.8615384615384616,0.8787878787878788,0.9066666666666666,0.5102040816326531,0.0,0.8433734939759037,0.8488372093023255,0.8372093023255813,0.8255813953488372,0.6849315068493151,0.7878787878787878,0.8433734939759037,0.5757575757575757
2VNT_QGG,0.8191489361702128,0.8625,0.8674698795180723,0.8690476190476191,0.8227848101265822,0.8854166666666666,0.8421052631578947,0.8961038961038961,0.8588235294117648,0.875,0.8426966292134832,0.8409090909090909,0.8636363636363636,0.8279569892473118,0.8446601941747574,0.8505747126436781,0.881578947368421,0.8351648351648352,0.8854166666666666,0.8095238095238095,0.8533333333333333,0.8181818181818181,0.875,0.8372093023255813,0.8795180722891567,0.8548387096774194,0.8732394366197183,0.8279569892473118,0.8837209302325582,0.7931034482758621,0.8409090909090909,0.8888888888888888,0.8571428571428572,0.7777777777777778,0.7846153846153846,0.8433734939759037,0.0,0.8947368421052632,0.8842105263157894,0.8854166666666666,0.8409090909090909,0.868421052631579,0.8409090909090909,0.7951807228915663
1W0Z_SI1,0.86,0.8809523809523809,0.872093023255814,0.7901234567901234,0.9090909090909091,0.8297872340425532,0.8585858585858586,0.6865671641791045,0.7804878048780488,0.6901408450704225,0.8478260869565217,0.8461538461538461,0.5285714285714286,0.8333333333333334,0.8909090909090909,0.8023255813953488,0.7246376811594203,0.8526315789473684,0.5135135135135135,0.9042553191489362,0.7285714285714286,0.8674698795180723,0.4545454545454546,0.8555555555555556,0.72,0.9117647058823529,0.8783783783783784,0.9333333333333333,0.8620689655172413,0.8865979381443299,0.8461538461538461,0.922077922077922,0.922077922077922,0.9294117647058824,0.8918918918918919,0.8488372093023255,0.8947368421052632,0.0,0.24193548387096775,0.4057971014492754,0.8068181818181819,0.8289473684210527,0.7195121951219512,0.8924731182795699
1W11_SK1,0.85,0.8690476190476191,0.8863636363636364,0.7468354430379747,0.872093023255814,0.8191489361702128,0.8484848484848485,0.6515151515151515,0.7976190476190477,0.6944444444444444,0.8494623655913979,0.8478260869565217,0.3492063492063492,0.846938775510204,0.8611111111111112,0.8181818181818181,0.6716417910447761,0.8297872340425532,0.34328358208955223,0.8936170212765957,0.6764705882352942,0.8271604938271605,0.2542372881355932,0.8571428571428572,0.7236842105263157,0.8970588235294118,0.88,0.9238095238095239,0.8764044943820225,0.898989898989899,0.8351648351648352,0.9090909090909091,0.9090909090909091,0.9302325581395349,0.8783783783783784,0.8372093023255813,0.8842105263157894,0.24193548387096775,0.0,0.20967741935483875,0.7954545454545454,0.8157894736842105,0.7380952380952381,0.8936170212765957
1W13_SM1,0.84,0.896551724137931,0.9120879120879121,0.8235294117647058,0.8735632183908046,0.845360824742268,0.883495145631068,0.6956521739130435,0.7857142857142857,0.7162162162162162,0.8387096774193549,0.8369565217391304,0.4558823529411765,0.8367346938775511,0.8623853211009174,0.8202247191011236,0.5483870967741935,0.8191489361702128,0.4444444444444444,0.9175257731958762,0.7183098591549295,0.8571428571428572,0.375,0.8461538461538461,0.6,0.9142857142857143,0.8666666666666667,0.9245283018867925,0.8777777777777778,0.9,0.8241758241758241,0.9102564102564102,0.9102564102564102,0.9310344827586207,0.8947368421052632,0.8255813953488372,0.8854166666666666,0.4057971014492754,0.20967741935483875,0.0,0.7840909090909091,0.8625,0.8111111111111111,0.8829787234042553
1SQA_UI1,0.7934782608695652,0.8181818181818181,0.8536585365853658,0.7974683544303798,0.8658536585365854,0.8369565217391304,0.8541666666666666,0.6923076923076923,0.7875,0.4482758620689655,0.8426966292134832,0.8275862068965517,0.75,0.8404255319148937,0.797979797979798,0.6486486486486487,0.7121212121212122,0.8089887640449438,0.7840909090909091,0.8235294117647058,0.5901639344262295,0.8026315789473684,0.7625,0.8372093023255813,0.7432432432432432,0.890625,0.8235294117647058,0.8762886597938144,0.7532467532467533,0.7790697674418605,0.813953488372093,0.8405797101449275,0.8059701492537313,0.8717948717948718,0.803030303030303,0.6849315068493151,0.8409090909090909,0.8068181818181819,0.7954545454545454,0.7840909090909091,0.0,0.40740740740740744,0.7710843373493976,0.7341772151898734
1SQO_UI2,0.8125,0.7903225806451613,0.835820895522388,0.7258064516129032,0.8153846153846154,0.7866666666666666,0.825,0.7894736842105263,0.8591549295774648,0.7017543859649122,0.8701298701298701,0.8533333333333333,0.7647058823529411,0.8658536585365854,0.8555555555555556,0.7462686567164178,0.8103448275862069,0.8157894736842105,0.8026315789473684,0.8,0.7037037037037037,0.7704918032786885,0.7794117647058824,0.8648648648648649,0.8676470588235294,0.9423076923076923,0.8363636363636364,0.8518518518518519,0.8235294117647058,0.858974358974359,0.8378378378378378,0.7924528301886793,0.72,0.8923076923076922,0.8333333333333334,0.7878787878787878,0.868421052631579,0.8289473684210527,0.8157894736842105,0.8625,0.40740740740740744,0.0,0.7352941176470589,0.8493150684931507
1SQT_UI3,0.8191489361702128,0.8481012658227848,0.7792207792207793,0.7162162162162162,0.8518518518518519,0.7701149425287357,0.8043478260869565,0.7681159420289855,0.8170731707317074,0.6956521739130435,0.7590361445783133,0.813953488372093,0.7951807228915663,0.7752808988764045,0.8217821782178218,0.7951807228915663,0.8028169014084507,0.8222222222222222,0.8111111111111111,0.8372093023255813,0.696969696969697,0.8333333333333334,0.8072289156626506,0.8095238095238095,0.8375,0.9076923076923077,0.8732394366197183,0.8762886597938144,0.8148148148148149,0.8461538461538461,0.8275862068965517,0.8888888888888888,0.8405797101449275,0.9,0.855072463768116,0.8433734939759037,0.8409090909090909,0.7195121951219512,0.7380952380952381,0.8111111111111111,0.7710843373493976,0.7352941176470589,0.0,0.8372093023255813
2VIV_VG2,0.7752808988764045,0.9012345679012346,0.891566265060241,0.9186046511627907,0.9036144578313253,0.8947368421052632,0.8979591836734694,0.8309859154929577,0.7974683544303798,0.7605633802816901,0.7976190476190477,0.8095238095238095,0.8863636363636364,0.7840909090909091,0.8529411764705882,0.7901234567901234,0.8472222222222222,0.7906976744186046,0.8947368421052632,0.8735632183908046,0.782608695652174,0.9012345679012346,0.8977272727272727,0.7901234567901234,0.8625,0.85,0.8529411764705882,0.8969072164948454,0.5538461538461539,0.3114754098360656,0.8095238095238095,0.9166666666666666,0.9166666666666666,0.7887323943661972,0.625,0.5757575757575757,0.7951807228915663,0.8924731182795699,0.8936170212765957,0.8829787234042553,0.7341772151898734,0.8493150684931507,0.8372093023255813,0.0
